product_name,brand,merchant,description,purchase_type,amount,category
Local Brand Decor Accessory,Local Brand,Local Store,premium decor accessory from Local Brand,OFFLINE,1690.8,Other
Urban Ladder Office Chair,Urban Ladder,Home Centre,daily use office chair from Urban Ladder,ONLINE,65246.44,Furniture
Portronics Earbuds Case,Portronics,Mi Store,wireless earbuds case from Portronics,OFFLINE,3406.26,Gadgets
Haier Electric Kettle,Haier,Croma,new electric kettle from Haier,ONLINE,41217.2,Home Appliances
IKEA Dining Table,IKEA,IKEA,durable dining table from IKEA,OFFLINE,90196.79,Furniture
Staedtler Pen Set,Staedtler,Local Stationery,premium pen set from Staedtler,ONLINE,23111.39,Office
H&M Sneakers,H&M,Ajio,wireless sneakers from H&M,ONLINE,15220.48,Fashion
Levis Formal Trousers,Levis,Shoppers Stop,classic formal trousers from Levis,OFFLINE,24323.46,Fashion
Lenovo Gaming Console,Lenovo,Amazon,premium gaming console from Lenovo,ONLINE,94092.15,Electronics
Cafe Coffee Day Cafe Breakfast,Cafe Coffee Day,Zomato,classic cafe breakfast from Cafe Coffee Day,ONLINE,520.35,Food & Beverages
Faber-Castell Desk Organizer,Faber-Castell,Reliance Smart,daily use desk organizer from Faber-Castell,ONLINE,23292.48,Office
Nike Dress,Nike,Myntra,wireless dress from Nike,OFFLINE,11851.54,Fashion
Biba Jacket,Biba,Lifestyle,classic jacket from Biba,ONLINE,694.63,Fashion
Boldfit Resistance Tube Set,Boldfit,Decathlon,standard resistance tube set from Boldfit,OFFLINE,1422.74,Sports & Fitness
Local Brand Utility Item,Local Brand,Amazon,daily use utility item from Local Brand,ONLINE,7795.1,Other
HP Computer Mouse,HP,Amazon,portable computer mouse from HP,OFFLINE,112155.09,Electronics
Faber-Castell Notebook,Faber-Castell,Flipkart,durable notebook from Faber-Castell,ONLINE,6420.08,Office
Cafe Coffee Day Soft Drink,Cafe Coffee Day,Swiggy,professional soft drink from Cafe Coffee Day,ONLINE,2920.45,Food & Beverages
Philips Room Heater,Philips,Vijay Sales,daily use room heater from Philips,OFFLINE,3772.54,Home Appliances
Aashirvaad Rice,Aashirvaad,BigBasket,classic rice from Aashirvaad,OFFLINE,2576.8,Food & Groceries
Cafe Coffee Day Beverage,Cafe Coffee Day,Swiggy,portable beverage from Cafe Coffee Day,OFFLINE,3869.83,Food & Beverages
boAt Webcam,boAt,Croma,new webcam from boAt,ONLINE,7164.05,Gadgets
Pilot Notebook,Pilot,Office Depot,professional notebook from Pilot,ONLINE,20166.6,Office
Puma Basketball,Puma,Nike Store,new basketball from Puma,OFFLINE,18036.57,Sports
Puma Kurta,Puma,Nike Store,portable kurta from Puma,ONLINE,14453.12,Fashion
McDonald's Meal Order,McDonald's,Swiggy,durable meal order from McDonald's,ONLINE,477.11,Food & Beverages
JBL Usb Microphone,JBL,Reliance Digital,daily use USB microphone from JBL,ONLINE,6884.64,Gadgets
Fortune Household Essentials Pack,Fortune,Blinkit,durable household essentials pack from Fortune,ONLINE,1764.45,Food & Groceries
JBL Wireless Charger,JBL,Mi Store,standard wireless charger from JBL,OFFLINE,1463.74,Gadgets
Apple Computer Mouse,Apple,Croma,compact computer mouse from Apple,OFFLINE,83755.77,Electronics
Yonex Cricket Bat,Yonex,Sports Station,premium cricket bat from Yonex,OFFLINE,32070.9,Sports
Nivia Foam Roller,Nivia,Fitness Store,professional foam roller from Nivia,ONLINE,50810.36,Sports & Fitness
Maruti Suzuki Bike Service,Maruti Suzuki,Hyundai Service,daily use bike service from Maruti Suzuki,OFFLINE,61137.84,Vehicles
Dell Tablet,Dell,Samsung Store,daily use tablet from Dell,OFFLINE,39331.72,Electronics
McDonald's Beverage,McDonald's,Local Cafe,new beverage from McDonald's,ONLINE,3175.64,Food & Beverages
IKEA Shoe Cabinet,IKEA,Local Furniture Store,portable shoe cabinet from IKEA,OFFLINE,40564.79,Furniture
Uniqlo Handbag,Uniqlo,Amazon,daily use handbag from Uniqlo,OFFLINE,5925.45,Fashion
Nivia Yoga Mat,Nivia,Amazon,premium yoga mat from Nivia,ONLINE,13125.61,Sports
Decathlon Football,Decathlon,Nike Store,portable football from Decathlon,ONLINE,21805.86,Sports
Maruti Suzuki Dash Camera,Maruti Suzuki,Bajaj Auto,portable dash camera from Maruti Suzuki,OFFLINE,16412.42,Vehicles
Pilot File Folder,Pilot,Office Depot,compact file folder from Pilot,OFFLINE,4228.85,Office
Pepperfry Recliner,Pepperfry,Pepperfry,wireless recliner from Pepperfry,OFFLINE,66436.51,Furniture
TP-Link Smart Plug,TP-Link,Mi Store,compact smart plug from TP-Link,OFFLINE,1129.85,Gadgets
Hyundai Bike Service,Hyundai,Bajaj Auto,daily use bike service from Hyundai,ONLINE,61601.02,Vehicles
JBL Usb Microphone,JBL,Flipkart,classic USB microphone from JBL,OFFLINE,13055.2,Gadgets
ASUS Keyboard,ASUS,Amazon,premium keyboard from ASUS,ONLINE,137984.81,Electronics
Urban Ladder Dining Table,Urban Ladder,Local Furniture Store,premium dining table from Urban Ladder,ONLINE,2885.3,Furniture
ASUS Tablet,ASUS,Croma,professional tablet from ASUS,OFFLINE,22471.43,Electronics
Canon Marker Set,Canon,Local Stationery,daily use marker set from Canon,ONLINE,19872.7,Office
Puma Handbag,Puma,Shoppers Stop,durable handbag from Puma,ONLINE,12237.45,Fashion
Subway Restaurant Dinner,Subway,McDonald's,daily use restaurant dinner from Subway,OFFLINE,1731.45,Food & Beverages
Anker Wireless Charger,Anker,Croma,durable wireless charger from Anker,ONLINE,17239.25,Gadgets
Pilot Office Supplies Pack,Pilot,Local Stationery,portable office supplies pack from Pilot,ONLINE,12247.85,Office
Tata Dash Camera,Tata,Tata Motors,daily use dash camera from Tata,OFFLINE,7982.3,Vehicles
Adidas Backpack,Adidas,Ajio,classic backpack from Adidas,OFFLINE,2918.22,Fashion
Decathlon Cricket Bat,Decathlon,Sports Station,compact cricket bat from Decathlon,ONLINE,52939.97,Sports
Puma Dumbbells,Puma,Sports Station,durable dumbbells from Puma,OFFLINE,37184.01,Sports
Whirlpool Dishwasher,Whirlpool,Croma,professional dishwasher from Whirlpool,ONLINE,70314.91,Home Appliances
Yonex Cycling Helmet,Yonex,Sports Station,standard cycling helmet from Yonex,OFFLINE,47132.58,Sports
Uniqlo Handbag,Uniqlo,Shoppers Stop,standard handbag from Uniqlo,OFFLINE,7279.51,Fashion
Bajaj Engine Oil Service,Bajaj,Honda Service Center,wireless engine oil service from Bajaj,OFFLINE,18392.73,Vehicles
Philips Washing Machine,Philips,Vijay Sales,premium washing machine from Philips,OFFLINE,72958.85,Home Appliances
Canon Ink Cartridge,Canon,Reliance Smart,compact ink cartridge from Canon,OFFLINE,17823.52,Office
Allen Solly Winter Sweater,Allen Solly,Shoppers Stop,standard winter sweater from Allen Solly,ONLINE,3565.89,Fashion
Fitbit Resistance Tube Set,Fitbit,Flipkart,portable resistance tube set from Fitbit,OFFLINE,2017.76,Sports & Fitness
Wakefit Bed Frame,Wakefit,Urban Ladder,standard bed frame from Wakefit,OFFLINE,28368.47,Furniture
Godrej Interio Shoe Cabinet,Godrej Interio,Home Centre,portable shoe cabinet from Godrej Interio,OFFLINE,8777.44,Furniture
Britannia Milk,Britannia,DMart,daily use milk from Britannia,OFFLINE,4086.79,Food & Groceries
TVS Car Tyre,TVS,Tata Motors,portable car tyre from TVS,OFFLINE,15545.26,Vehicles
Generic General Household Item,Generic,Flipkart,wireless general household item from Generic,OFFLINE,11385.67,Other
Acer Monitor,Acer,Vijay Sales,durable monitor from Acer,OFFLINE,119901.69,Electronics
OnePlus Tablet,OnePlus,Vijay Sales,classic tablet from OnePlus,ONLINE,46355.29,Electronics
Cult Adjustable Dumbbell Set,Cult,Cult Store,portable adjustable dumbbell set from Cult,OFFLINE,59055.92,Sports & Fitness
Nivia Massage Gun,Nivia,Amazon,premium massage gun from Nivia,OFFLINE,57838.08,Sports & Fitness
Local Brand Gift Item,Local Brand,Marketplace,new gift item from Local Brand,OFFLINE,1853.78,Other
HP Stapler,HP,Office Depot,new stapler from HP,OFFLINE,3768.47,Office
Classmate Office Supplies Pack,Classmate,Local Stationery,durable office supplies pack from Classmate,OFFLINE,7793.2,Office
Local Brand Travel Accessory,Local Brand,Marketplace,classic travel accessory from Local Brand,ONLINE,10719.44,Other
Godrej Air Cooler,Godrej,Croma,compact air cooler from Godrej,ONLINE,105985.05,Home Appliances
Nike Badminton Racket,Nike,Sports Station,compact badminton racket from Nike,OFFLINE,13560.04,Sports
Pilot Whiteboard,Pilot,Office Depot,new whiteboard from Pilot,OFFLINE,20521.0,Office
Classic Miscellaneous Item,Classic,Flipkart,new miscellaneous item from Classic,OFFLINE,4486.82,Other
Cafe Coffee Day Meal Order,Cafe Coffee Day,Local Cafe,wireless meal order from Cafe Coffee Day,OFFLINE,2775.48,Food & Beverages
IKEA Dining Table,IKEA,Home Centre,standard dining table from IKEA,OFFLINE,93907.69,Furniture
Haier Washing Machine,Haier,Amazon,classic washing machine from Haier,OFFLINE,34168.49,Home Appliances
boAt Smart Bulb,boAt,Amazon,new smart bulb from boAt,ONLINE,6730.61,Gadgets
TVS Car Service Package,TVS,Bajaj Auto,compact car service package from TVS,ONLINE,7066.02,Vehicles
McDonald's Coffee,McDonald's,Zomato,standard coffee from McDonald's,OFFLINE,4109.92,Food & Beverages
Haldiram's Sandwich,Haldiram's,Zomato,durable sandwich from Haldiram's,OFFLINE,3983.25,Food & Beverages
Local Brand Miscellaneous Item,Local Brand,Local Store,new miscellaneous item from Local Brand,ONLINE,169.14,Other
Prime Gift Item,Prime,Flipkart,professional gift item from Prime,OFFLINE,2008.15,Other
TVS Dash Camera,TVS,Honda Service Center,wireless dash camera from TVS,ONLINE,42814.81,Vehicles
Generic Decor Accessory,Generic,Local Store,daily use decor accessory from Generic,ONLINE,10200.14,Other
Puma Cycling Helmet,Puma,Sports Station,durable cycling helmet from Puma,OFFLINE,4840.98,Sports
Bajaj Helmet,Bajaj,Local Auto Store,portable helmet from Bajaj,OFFLINE,69298.13,Vehicles
Haier Air Cooler,Haier,Home Centre,compact air cooler from Haier,ONLINE,14938.3,Home Appliances
Cult Adjustable Dumbbell Set,Cult,Decathlon,portable adjustable dumbbell set from Cult,OFFLINE,23143.19,Sports & Fitness
Adidas Yoga Mat,Adidas,Nike Store,professional yoga mat from Adidas,ONLINE,74001.22,Sports
ASUS Monitor,ASUS,Flipkart,compact monitor from ASUS,ONLINE,24145.15,Electronics
Decathlon Skipping Rope,Decathlon,Flipkart,durable skipping rope from Decathlon,OFFLINE,10157.27,Sports
Urban Decor Accessory,Urban,Amazon,premium decor accessory from Urban,ONLINE,7293.63,Other
Honda Engine Oil Service,Honda,Bajaj Auto,portable engine oil service from Honda,OFFLINE,20659.86,Vehicles
Wakefit Office Chair,Wakefit,Pepperfry,portable office chair from Wakefit,ONLINE,21482.93,Furniture
Britannia Rice,Britannia,Zepto,premium rice from Britannia,OFFLINE,3587.78,Food & Groceries
Faber-Castell Stapler,Faber-Castell,Amazon,compact stapler from Faber-Castell,ONLINE,9738.7,Office
Starbucks Beverage,Starbucks,McDonald's,classic beverage from Starbucks,OFFLINE,385.44,Food & Beverages
Staedtler Ink Cartridge,Staedtler,Amazon,classic ink cartridge from Staedtler,ONLINE,15454.31,Office
Classic Personal Care Item,Classic,Local Store,standard personal care item from Classic,ONLINE,7652.65,Other
Voltas Air Fryer,Voltas,Croma,professional air fryer from Voltas,ONLINE,64020.13,Home Appliances
Levis Winter Sweater,Levis,Lifestyle,professional winter sweater from Levis,OFFLINE,23621.76,Fashion
Fortune Bread,Fortune,DMart,compact bread from Fortune,OFFLINE,1491.09,Food & Groceries
Godrej Washing Machine,Godrej,Vijay Sales,daily use washing machine from Godrej,OFFLINE,14230.59,Home Appliances
Acer Keyboard,Acer,Amazon,classic keyboard from Acer,ONLINE,52878.74,Electronics
Domino's Pizza,Domino's,KFC,portable pizza from Domino's,OFFLINE,954.6,Food & Beverages
TP-Link Charging Cable,TP-Link,Amazon,classic charging cable from TP-Link,ONLINE,5528.22,Gadgets
Generic General Household Item,Generic,General Store,durable general household item from Generic,OFFLINE,8692.75,Other
Dove Toothpaste,Dove,DMart,compact toothpaste from Dove,ONLINE,941.86,Food & Groceries
Whirlpool Washing Machine,Whirlpool,Home Centre,premium washing machine from Whirlpool,ONLINE,11728.18,Home Appliances
LG Printer,LG,Flipkart,compact printer from LG,ONLINE,138418.12,Electronics
Wakefit Study Table,Wakefit,Local Furniture Store,premium study table from Wakefit,OFFLINE,81149.34,Furniture
HP Marker Set,HP,Amazon,standard marker set from HP,ONLINE,5502.89,Office
Tata Rice,Tata,Reliance Smart,classic rice from Tata,OFFLINE,1611.45,Food & Groceries
Hyundai Wiper Blades,Hyundai,Local Auto Store,portable wiper blades from Hyundai,OFFLINE,28602.43,Vehicles
McDonald's Cafe Breakfast,McDonald's,McDonald's,standard cafe breakfast from McDonald's,ONLINE,2451.76,Food & Beverages
Prime Decor Accessory,Prime,Marketplace,portable decor accessory from Prime,ONLINE,114.4,Other
Pepperfry Shoe Cabinet,Pepperfry,Home Centre,new shoe cabinet from Pepperfry,ONLINE,77954.03,Furniture
Classic Utility Item,Classic,Local Store,classic utility item from Classic,OFFLINE,11459.21,Other
Nilkamal Recliner,Nilkamal,Local Furniture Store,durable recliner from Nilkamal,ONLINE,80593.07,Furniture
Domino's Cafe Breakfast,Domino's,Zomato,durable cafe breakfast from Domino's,ONLINE,1012.44,Food & Beverages
Fitbit Exercise Mat,Fitbit,Cult Store,portable exercise mat from Fitbit,ONLINE,12827.51,Sports & Fitness
Cosco Basketball,Cosco,Decathlon,daily use basketball from Cosco,ONLINE,27640.87,Sports
Fortune Bread,Fortune,BigBasket,compact bread from Fortune,OFFLINE,92.35,Food & Groceries
Aashirvaad Rice,Aashirvaad,Zepto,standard rice from Aashirvaad,ONLINE,2083.23,Food & Groceries
Fitbit Adjustable Dumbbell Set,Fitbit,Amazon,professional adjustable dumbbell set from Fitbit,ONLINE,42899.77,Sports & Fitness
Domino's Pizza,Domino's,Swiggy,professional pizza from Domino's,OFFLINE,3850.39,Food & Beverages
Levis Sunglasses,Levis,Lifestyle,portable sunglasses from Levis,OFFLINE,3458.22,Fashion
Bosch Water Purifier,Bosch,Vijay Sales,durable water purifier from Bosch,OFFLINE,46756.06,Home Appliances
Canon Printer Paper,Canon,Reliance Smart,standard printer paper from Canon,ONLINE,4668.65,Office
Adidas Basketball,Adidas,Decathlon,daily use basketball from Adidas,ONLINE,4363.76,Sports
W Jeans,W,Ajio,compact jeans from W,ONLINE,9759.25,Fashion
Cafe Coffee Day Soft Drink,Cafe Coffee Day,KFC,portable soft drink from Cafe Coffee Day,ONLINE,3908.05,Food & Beverages
Nike Kurta,Nike,Ajio,compact kurta from Nike,ONLINE,22192.02,Fashion
HP Desk Organizer,HP,Amazon,premium desk organizer from HP,ONLINE,24575.28,Office
Godrej Microwave Oven,Godrej,Flipkart,compact microwave oven from Godrej,OFFLINE,32985.17,Home Appliances
Classic Personal Care Item,Classic,Flipkart,classic personal care item from Classic,OFFLINE,1736.98,Other
Toyota Engine Oil Service,Toyota,Honda Service Center,daily use engine oil service from Toyota,OFFLINE,31685.45,Vehicles
Nike Football,Nike,Nike Store,classic football from Nike,OFFLINE,43587.19,Sports
Decathlon Fitness Watch,Decathlon,Fitness Store,compact fitness watch from Decathlon,OFFLINE,39706.69,Sports & Fitness
Haldiram's Meal Order,Haldiram's,KFC,daily use meal order from Haldiram's,OFFLINE,2293.79,Food & Beverages
Lenovo Wireless Headphones,Lenovo,Croma,compact wireless headphones from Lenovo,OFFLINE,53305.06,Electronics
Fortune Bread,Fortune,Local Grocery,daily use bread from Fortune,OFFLINE,2102.45,Food & Groceries
Fortune Detergent,Fortune,Reliance Smart,professional detergent from Fortune,OFFLINE,5747.91,Food & Groceries
TVS Dash Camera,TVS,Tata Motors,professional dash camera from TVS,OFFLINE,32341.8,Vehicles
Domino's Soft Drink,Domino's,McDonald's,new soft drink from Domino's,OFFLINE,4370.17,Food & Beverages
Adidas Yoga Mat,Adidas,Sports Station,portable yoga mat from Adidas,ONLINE,59268.64,Sports
Dell Keyboard,Dell,Vijay Sales,durable keyboard from Dell,OFFLINE,22494.37,Electronics
Haier Washing Machine,Haier,Amazon,new washing machine from Haier,ONLINE,37863.97,Home Appliances
TP-Link Phone Stand,TP-Link,Reliance Digital,professional phone stand from TP-Link,OFFLINE,9680.86,Gadgets
Everyday Key Holder,Everyday,General Store,durable key holder from Everyday,ONLINE,3710.58,Other
LG Washing Machine,LG,Reliance Digital,premium washing machine from LG,ONLINE,40561.81,Home Appliances
Generic Key Holder,Generic,Local Store,durable key holder from Generic,OFFLINE,5849.18,Other
Nike Basketball,Nike,Sports Station,premium basketball from Nike,OFFLINE,10219.47,Sports
KFC Meal Order,KFC,McDonald's,new meal order from KFC,OFFLINE,2977.25,Food & Beverages
Acer Laptop,Acer,Reliance Digital,classic laptop from Acer,OFFLINE,141844.1,Electronics
Staedtler Desk Organizer,Staedtler,Office Depot,compact desk organizer from Staedtler,OFFLINE,20750.08,Office
Subway Cafe Breakfast,Subway,KFC,durable cafe breakfast from Subway,OFFLINE,4201.36,Food & Beverages
Yonex Badminton Racket,Yonex,Sports Station,premium badminton racket from Yonex,ONLINE,43450.9,Sports
Tata Helmet,Tata,Bajaj Auto,classic helmet from Tata,OFFLINE,66620.44,Vehicles
Voltas Air Fryer,Voltas,Flipkart,compact air fryer from Voltas,ONLINE,64591.64,Home Appliances
Cult Fitness Tracker,Cult,Cult Store,professional fitness tracker from Cult,OFFLINE,29266.41,Sports & Fitness
Zara Dress,Zara,Myntra,standard dress from Zara,ONLINE,15934.42,Fashion
Starbucks Burger Meal,Starbucks,McDonald's,daily use burger meal from Starbucks,ONLINE,152.72,Food & Beverages
Biba Hoodie,Biba,Nike Store,durable hoodie from Biba,ONLINE,6362.35,Fashion
Prime Gift Item,Prime,Flipkart,premium gift item from Prime,OFFLINE,8598.5,Other
Godrej Interio Shoe Cabinet,Godrej Interio,IKEA,premium shoe cabinet from Godrej Interio,OFFLINE,24348.63,Furniture
boAt Router,boAt,Mi Store,compact router from boAt,OFFLINE,3318.06,Gadgets
McDonald's Biryani,McDonald's,Swiggy,portable biryani from McDonald's,OFFLINE,2061.22,Food & Beverages
Voltas Air Cooler,Voltas,Flipkart,daily use air cooler from Voltas,ONLINE,89786.59,Home Appliances
Garmin Adjustable Dumbbell Set,Garmin,Decathlon,portable adjustable dumbbell set from Garmin,OFFLINE,30102.87,Sports & Fitness
Nestle Milk,Nestle,Reliance Smart,compact milk from Nestle,OFFLINE,327.41,Food & Groceries
Whirlpool Air Cooler,Whirlpool,Vijay Sales,new air cooler from Whirlpool,OFFLINE,70483.71,Home Appliances
Honda Car Floor Mats,Honda,Hyundai Service,wireless car floor mats from Honda,ONLINE,24164.47,Vehicles
IKEA Bookshelf,IKEA,Home Centre,portable bookshelf from IKEA,ONLINE,70853.64,Furniture
Prime Key Holder,Prime,Flipkart,standard key holder from Prime,ONLINE,2898.8,Other
Generic Travel Accessory,Generic,Flipkart,classic travel accessory from Generic,OFFLINE,783.2,Other
Bajaj Car Tyre,Bajaj,Tata Motors,compact car tyre from Bajaj,ONLINE,23040.17,Vehicles
HP Printer Paper,HP,Reliance Smart,premium printer paper from HP,OFFLINE,13739.96,Office
Maruti Suzuki Engine Oil Service,Maruti Suzuki,Tata Motors,premium engine oil service from Maruti Suzuki,OFFLINE,38612.44,Vehicles
McDonald's Sandwich,McDonald's,Zomato,standard sandwich from McDonald's,ONLINE,564.07,Food & Beverages
Puma Yoga Mat,Puma,Sports Station,daily use yoga mat from Puma,OFFLINE,31023.96,Sports
Acer Keyboard,Acer,Flipkart,compact keyboard from Acer,ONLINE,14250.03,Electronics
Prime Miscellaneous Purchase,Prime,General Store,daily use miscellaneous purchase from Prime,OFFLINE,2935.2,Other
Anker Fast Charger,Anker,Croma,portable fast charger from Anker,ONLINE,14562.24,Gadgets
Canon Pen Set,Canon,Flipkart,portable pen set from Canon,ONLINE,7780.24,Office
Local Brand Miscellaneous Item,Local Brand,Marketplace,classic miscellaneous item from Local Brand,ONLINE,8851.53,Other
Urban Ladder Coffee Table,Urban Ladder,Pepperfry,standard coffee table from Urban Ladder,ONLINE,35966.32,Furniture
Fortune Vegetables,Fortune,Blinkit,standard vegetables from Fortune,ONLINE,4028.97,Food & Groceries
Mahindra Dash Camera,Mahindra,Bajaj Auto,compact dash camera from Mahindra,ONLINE,65808.45,Vehicles
Boldfit Fitness Watch,Boldfit,Fitness Store,durable fitness watch from Boldfit,ONLINE,21520.82,Sports & Fitness
Samsung Room Heater,Samsung,Home Centre,premium room heater from Samsung,OFFLINE,35226.54,Home Appliances
Nike Sports Shoes,Nike,Sports Station,premium sports shoes from Nike,ONLINE,31478.45,Sports
Garmin Pull Up Bar,Garmin,Cult Store,portable pull up bar from Garmin,ONLINE,51351.74,Sports & Fitness
Godrej Interio Study Table,Godrej Interio,Local Furniture Store,new study table from Godrej Interio,OFFLINE,53251.45,Furniture
Samsung Wireless Headphones,Samsung,Vijay Sales,wireless wireless headphones from Samsung,OFFLINE,104150.1,Electronics
Levis Jeans,Levis,Nike Store,classic jeans from Levis,OFFLINE,14872.12,Fashion
Cafe Coffee Day Soft Drink,Cafe Coffee Day,Swiggy,new soft drink from Cafe Coffee Day,ONLINE,4302.43,Food & Beverages
Faber-Castell Whiteboard,Faber-Castell,Flipkart,standard whiteboard from Faber-Castell,ONLINE,22471.66,Office
Haier Air Cooler,Haier,Croma,standard air cooler from Haier,ONLINE,27205.36,Home Appliances
Nike Running Shoes,Nike,Shoppers Stop,compact running shoes from Nike,ONLINE,20807.99,Fashion
Whirlpool Electric Kettle,Whirlpool,Home Centre,compact electric kettle from Whirlpool,ONLINE,50338.68,Home Appliances
LG Air Cooler,LG,Home Centre,wireless air cooler from LG,ONLINE,32757.2,Home Appliances
Haldiram's Burger Meal,Haldiram's,Starbucks,wireless burger meal from Haldiram's,OFFLINE,2299.26,Food & Beverages
TP-Link Smart Plug,TP-Link,Mi Store,daily use smart plug from TP-Link,OFFLINE,12624.66,Gadgets
Apple Bluetooth Speaker,Apple,Amazon,durable bluetooth speaker from Apple,ONLINE,36623.03,Electronics
Boldfit Resistance Tube Set,Boldfit,Cult Store,premium resistance tube set from Boldfit,ONLINE,17604.41,Sports & Fitness
Philips Refrigerator,Philips,Amazon,wireless refrigerator from Philips,OFFLINE,106559.98,Home Appliances
Surf Excel Rice,Surf Excel,Zepto,professional rice from Surf Excel,ONLINE,2737.26,Food & Groceries
Biba Hoodie,Biba,Ajio,classic hoodie from Biba,ONLINE,4368.61,Fashion
Godrej Dishwasher,Godrej,Home Centre,portable dishwasher from Godrej,ONLINE,27364.29,Home Appliances
Surf Excel Vegetables,Surf Excel,Local Grocery,portable vegetables from Surf Excel,OFFLINE,83.21,Food & Groceries
Generic Utility Item,Generic,Marketplace,premium utility item from Generic,OFFLINE,1952.0,Other
Prime Utility Item,Prime,Flipkart,durable utility item from Prime,ONLINE,7664.06,Other
Yonex Basketball,Yonex,Amazon,new basketball from Yonex,OFFLINE,14074.69,Sports
Tata Vegetables,Tata,Zepto,premium vegetables from Tata,ONLINE,2092.54,Food & Groceries
Noise Usb Microphone,Noise,Amazon,new USB microphone from Noise,ONLINE,6398.16,Gadgets
Cafe Coffee Day Burger Meal,Cafe Coffee Day,Zomato,wireless burger meal from Cafe Coffee Day,ONLINE,1965.67,Food & Beverages
Allen Solly Jeans,Allen Solly,Amazon,wireless jeans from Allen Solly,OFFLINE,7798.2,Fashion
Bosch Room Heater,Bosch,Amazon,portable room heater from Bosch,OFFLINE,76114.04,Home Appliances
Nilkamal Recliner,Nilkamal,IKEA,wireless recliner from Nilkamal,OFFLINE,34912.41,Furniture
Samsung Gaming Console,Samsung,Samsung Store,professional gaming console from Samsung,OFFLINE,15279.8,Electronics
Acer Printer,Acer,Flipkart,daily use printer from Acer,OFFLINE,12429.64,Electronics
Godrej Interio Sofa,Godrej Interio,Pepperfry,daily use sofa from Godrej Interio,OFFLINE,11843.77,Furniture
Prime Travel Accessory,Prime,Flipkart,professional travel accessory from Prime,OFFLINE,2323.64,Other
Staedtler Document Scanner,Staedtler,Amazon,new document scanner from Staedtler,ONLINE,13056.29,Office
Haldiram's Meal Order,Haldiram's,Starbucks,premium meal order from Haldiram's,OFFLINE,1107.64,Food & Beverages
Fortune Household Essentials Pack,Fortune,Zepto,compact household essentials pack from Fortune,ONLINE,273.04,Food & Groceries
Aashirvaad Toothpaste,Aashirvaad,Zepto,compact toothpaste from Aashirvaad,ONLINE,845.96,Food & Groceries
Domino's Cafe Breakfast,Domino's,Zomato,standard cafe breakfast from Domino's,OFFLINE,668.21,Food & Beverages
Boldfit Massage Gun,Boldfit,Cult Store,standard massage gun from Boldfit,ONLINE,32234.17,Sports & Fitness
McDonald's Snack Combo,McDonald's,Local Cafe,portable snack combo from McDonald's,ONLINE,3927.38,Food & Beverages
TP-Link Charging Cable,TP-Link,Reliance Digital,professional charging cable from TP-Link,OFFLINE,10118.9,Gadgets
Haldiram's Beverage,Haldiram's,McDonald's,daily use beverage from Haldiram's,OFFLINE,3584.43,Food & Beverages
Nivia Yoga Mat,Nivia,Flipkart,wireless yoga mat from Nivia,OFFLINE,58478.4,Sports
Decathlon Protein Shaker,Decathlon,Amazon,wireless protein shaker from Decathlon,OFFLINE,14306.94,Sports & Fitness
Classic Personal Care Item,Classic,Flipkart,new personal care item from Classic,OFFLINE,5527.21,Other
Surf Excel Toothpaste,Surf Excel,Reliance Smart,daily use toothpaste from Surf Excel,ONLINE,4561.71,Food & Groceries
Pepperfry Sofa,Pepperfry,IKEA,durable sofa from Pepperfry,ONLINE,41025.22,Furniture
Classic Key Holder,Classic,Amazon,portable key holder from Classic,ONLINE,3948.68,Other
Decathlon Pull Up Bar,Decathlon,Decathlon,durable pull up bar from Decathlon,ONLINE,7133.94,Sports & Fitness
Starbucks Sandwich,Starbucks,Local Cafe,portable sandwich from Starbucks,ONLINE,3660.39,Food & Beverages
JBL Usb Hub,JBL,Croma,portable USB hub from JBL,ONLINE,3166.82,Gadgets
Pepperfry Bed Frame,Pepperfry,IKEA,premium bed frame from Pepperfry,ONLINE,43931.36,Furniture
Nestle Toothpaste,Nestle,DMart,compact toothpaste from Nestle,ONLINE,251.13,Food & Groceries
Aashirvaad Rice,Aashirvaad,Blinkit,classic rice from Aashirvaad,OFFLINE,2660.22,Food & Groceries
IKEA Storage Cabinet,IKEA,Urban Ladder,professional storage cabinet from IKEA,OFFLINE,46570.48,Furniture
Britannia Household Essentials Pack,Britannia,Reliance Smart,compact household essentials pack from Britannia,ONLINE,4416.71,Food & Groceries
Decathlon Foam Roller,Decathlon,Fitness Store,professional foam roller from Decathlon,OFFLINE,55996.25,Sports & Fitness
Classmate Pen Set,Classmate,Reliance Smart,portable pen set from Classmate,OFFLINE,11632.39,Office
Wakefit Recliner,Wakefit,Urban Ladder,new recliner from Wakefit,ONLINE,49637.81,Furniture
Pepperfry Shoe Cabinet,Pepperfry,Local Furniture Store,classic shoe cabinet from Pepperfry,ONLINE,28145.49,Furniture
Cult Fitness Tracker,Cult,Fitness Store,new fitness tracker from Cult,ONLINE,36143.45,Sports & Fitness
Dove Bread,Dove,DMart,premium bread from Dove,ONLINE,4558.83,Food & Groceries
Britannia Shampoo,Britannia,Local Grocery,new shampoo from Britannia,ONLINE,4956.97,Food & Groceries
Cult Fitness Watch,Cult,Decathlon,premium fitness watch from Cult,OFFLINE,10859.09,Sports & Fitness
Everyday Personal Care Item,Everyday,General Store,professional personal care item from Everyday,OFFLINE,2553.29,Other
